Freq[#], X[m], Y[m], V[m], Z[m], Log(Abs)[*], Log(Im)[*], Log(Re)[*], Phase[*], Con[mS/m], Ro[Om*m], PPM, Lat[*], Lon[*], GNSS altitude, UTC
9, 168.241, 593.610, 616.991, -4.28571, 4.62764e-06, 2.62555e-06, -3.81071e-06, -34.5666, 35.245, 28.3728, 8006.47, 46.55395343, 40.29559022, 0, 2021.07.23 11:51:27:131
10, 168.241, 593.610, 616.991, -3.57143, 7.75679e-06, 4.37509e-06, -6.40518e-06, -34.3352, 32.238, 31.0193, 13506.7, 46.55395343, 40.29559022, 0, 2021.07.23 11:51:27:131
11, 168.241, 593.610, 616.991, -2.85714, 1.38742e-05, 8.18969e-06, -1.11992e-05, -36.177, 28.7402, 34.7944, 24571.4, 46.55395343, 40.29559022, 0, 2021.07.23 11:51:27:131
12, 168.241, 593.610, 616.991, -2.14286, 2.71397e-05, 1.78511e-05, -2.04426e-05, -41.1284, 24.1469, 41.4132, 49064.6, 46.55395343, 40.29559022, 0, 2021.07.23 11:51:27:131
13, 168.241, 593.610, 616.991, -1.42857, 5.61412e-05, 4.63735e-05, -3.16438e-05, -55.6916, 18.7247, 53.4054, 115440, 46.55395343, 40.29559022, 0, 2021.07.23 11:51:27:131
14, 168.241, 593.610, 616.991, -0.714286, 0.000144205, 0.0001351, -5.04264e-05, -69.5318, 15.3411, 65.1842, 330387, 46.55395343, 40.29559022, 0, 2021.07.23 11:51:27:131
1, 168.355, 586.953, 610.620, -10, 1.40553e-07, 1.16517e-07, -7.86058e-08, -55.9952, 70.5163, 14.1811, 271.585, 46.55389356, 40.29559171, 0, 2021.07.23 11:51:28:868
2, 168.355, 586.953, 610.620, -9.28571, 2.02199e-07, 1.64556e-07, -1.17499e-07, -54.4718, 65.6595, 15.2301, 374.497, 46.55389356, 40.29559171, 0, 2021.07.23 11:51:28:868
3, 168.355, 586.953, 610.620, -8.57143, 2.94483e-07, 2.06384e-07, -2.10061e-07, -44.4942, 59.1157, 16.916, 535.714, 46.55389356, 40.29559171, 0, 2021.07.23 11:51:28:868
4, 168.355, 586.953, 610.620, -7.85714, 4.55453e-07, 3.07213e-07, -3.3624e-07, -42.417, 53.1809, 18.8037, 806.783, 46.55389356, 40.29559171, 0, 2021.07.23 11:51:28:868
5, 168.355, 586.953, 610.620, -7.14286, 7.50038e-07, 4.73375e-07, -5.81785e-07, -39.1339, 47.5969, 21.0098, 1310.13, 46.55389356, 40.29559171, 0, 2021.07.23 11:51:28:868
6, 168.355, 586.953, 610.620, -6.42857, 1.40395e-06, 8.5396e-07, -1.11438e-06, -37.4634, 42.8868, 23.3172, 2418.61, 46.55389356, 40.29559171, 0, 2021.07.23 11:51:28:868
7, 168.355, 586.953, 610.620, -5.71429, 2.05684e-06, 1.01438e-06, -1.7893e-06, -29.5495, 41.627, 24.0228, 3562.86, 46.55389356, 40.29559171, 0, 2021.07.23 11:51:28:868
8, 168.355, 586.953, 610.620, -5, 2.88889e-06, 1.6633e-06, -2.36202e-06, -35.1526, 36.9219, 27.0842, 4938.72, 46.55389356, 40.29559171, 0, 2021.07.23 11:51:28:868
9, 168.355, 586.953, 610.620, -4.28571, 4.56609e-06, 2.54446e-06, -3.79142e-06, -33.866, 34.7823, 28.7503, 7903.54, 46.55389356, 40.29559171, 0, 2021.07.23 11:51:28:868
10, 168.355, 586.953, 610.620, -3.57143, 7.75425e-06, 4.34351e-06, -6.42357e-06, -34.0659, 32.2276, 31.0293, 13499.7, 46.55389356, 40.29559171, 0, 2021.07.23 11:51:28:868
11, 168.355, 586.953, 610.620, -2.85714, 1.39768e-05, 8.11809e-06, -1.13775e-05, -35.5087, 28.9485, 34.5442, 24722.8, 46.55389356, 40.29559171, 0, 2021.07.23 11:51:28:868
12, 168.355, 586.953, 610.620, -2.14286, 2.77016e-05, 1.80605e-05, -2.10047e-05, -40.69, 24.6336, 40.595, 50093.7, 46.55389356, 40.29559171, 0, 2021.07.23 11:51:28:868
13, 168.355, 586.953, 610.620, -1.42857, 5.7625e-05, 4.68171e-05, -3.35975e-05, -54.3355, 19.2021, 52.0778, 118548, 46.55389356, 40.29559171, 0, 2021.07.23 11:51:28:868
14, 168.355, 586.953, 610.620, -0.714286, 0.000145319, 0.000133675, -5.6997e-05, -66.9074, 15.4529, 64.7126, 332646, 46.55389356, 40.29559171, 0, 2021.07.23 11:51:28:868
1, 168.204, 579.728, 603.636, -10, 1.40537e-07, 1.16502e-07, -7.85992e-08, -55.994, 70.5082, 14.1827, 271.534, 46.55382859, 40.29558973, 0, 2021.07.23 11:51:30:618
2, 168.204, 579.728, 603.636, -9.28571, 1.91202e-07, 1.48593e-07, -1.20327e-07, -51.0002, 62.1011, 16.1028, 354.077, 46.55382859, 40.29558973, 0, 2021.07.23 11:51:30:618
3, 168.204, 579.728, 603.636, -8.57143, 2.84853e-07, 1.92354e-07, -2.10098e-07, -42.4755, 57.1904, 17.4854, 518.532, 46.55382859, 40.29558973, 0, 2021.07.23 11:51:30:618
4, 168.204, 579.728, 603.636, -7.85714, 4.36937e-07, 2.78752e-07, -3.3647e-07, -39.6404, 51.0293, 19.5966, 774.121, 46.55382859, 40.29558973, 0, 2021.07.23 11:51:30:618
5, 168.204, 579.728, 603.636, -7.14286, 7.43568e-07, 4.56919e-07, -5.86616e-07, -37.9153, 47.1887, 21.1915, 1299.57, 46.55382859, 40.29558973, 0, 2021.07.23 11:51:30:618
6, 168.204, 579.728, 603.636, -6.42857, 1.37862e-06, 8.30664e-07, -1.10026e-06, -37.0517, 42.1188, 23.7424, 2376.38, 46.55382859, 40.29558973, 0, 2021.07.23 11:51:30:618
7, 168.204, 579.728, 603.636, -5.71429, 2.07005e-06, 1.06113e-06, -1.77739e-06, -30.8378, 41.8919, 23.8709, 3583.68, 46.55382859, 40.29558973, 0, 2021.07.23 11:51:30:618
8, 168.204, 579.728, 603.636, -5, 2.90137e-06, 1.67997e-06, -2.36552e-06, -35.3819, 37.0797, 26.9689, 4963.67, 46.55382859, 40.29558973, 0, 2021.07.23 11:51:30:618
9, 168.204, 579.728, 603.636, -4.28571, 4.64287e-06, 2.65723e-06, -3.80728e-06, -34.9125, 35.3595, 28.2809, 8036.81, 46.55382859, 40.29558973, 0, 2021.07.23 11:51:30:618
10, 168.204, 579.728, 603.636, -3.57143, 7.75046e-06, 4.41403e-06, -6.37071e-06, -34.7166, 32.2121, 31.0442, 13485.1, 46.55382859, 40.29558973, 0, 2021.07.23 11:51:30:618
11, 168.204, 579.728, 603.636, -2.85714, 1.41941e-05, 8.25583e-06, -1.15462e-05, -35.5658, 29.3893, 34.026, 25117.7, 46.55382859, 40.29558973, 0, 2021.07.23 11:51:30:618
12, 168.204, 579.728, 603.636, -2.14286, 2.82264e-05, 1.82584e-05, -2.15258e-05, -40.305, 25.0877, 39.8602, 51048.6, 46.55382859, 40.29558973, 0, 2021.07.23 11:51:30:618
13, 168.204, 579.728, 603.636, -1.42857, 5.82109e-05, 4.7194e-05, -3.40769e-05, -54.1685, 19.3903, 51.5721, 119767, 46.55382859, 40.29558973, 0, 2021.07.23 11:51:30:618
14, 168.204, 579.728, 603.636, -0.714286, 0.000147322, 0.000135711, -5.73279e-05, -67.0995, 15.6536, 63.8831, 337465, 46.55382859, 40.29558973, 0, 2021.07.23 11:51:30:618
1, 167.886, 572.327, 596.442, -10, 1.42569e-07, 1.21347e-07, -7.48383e-08, -58.3366, 71.5243, 13.9813, 275.654, 46.55376203, 40.29558557, 0, 2021.07.23 11:51:32:367
2, 167.886, 572.327, 596.442, -9.28571, 1.98085e-07, 1.58504e-07, -1.18803e-07, -53.1475, 64.3284, 15.5452, 367.32, 46.55376203, 40.29558557, 0, 2021.07.23 11:51:32:367
3, 167.886, 572.327, 596.442, -8.57143, 2.88167e-07, 1.92887e-07, -2.14092e-07, -42.0174, 57.8532, 17.2851, 524.558, 46.55376203, 40.29558557, 0, 2021.07.23 11:51:32:367
4, 167.886, 572.327, 596.442, -7.85714, 4.31981e-07, 2.83381e-07, -3.26041e-07, -40.9958, 50.4532, 19.8203, 766.085, 46.55376203, 40.29558557, 0, 2021.07.23 11:51:32:367
5, 167.886, 572.327, 596.442, -7.14286, 7.39569e-07, 4.49967e-07, -5.86934e-07, -37.4752, 46.9365, 21.3054, 1292.4, 46.55376203, 40.29558557, 0, 2021.07.23 11:51:32:367
6, 167.886, 572.327, 596.442, -6.42857, 1.35617e-06, 7.86859e-07, -1.10456e-06, -35.465, 41.4384, 24.1322, 2337.68, 46.55376203, 40.29558557, 0, 2021.07.23 11:51:32:367
7, 167.886, 572.327, 596.442, -5.71429, 2.0654e-06, 1.0504e-06, -1.77835e-06, -30.5685, 41.7987, 23.9242, 3577.9, 46.55376203, 40.29558557, 0, 2021.07.23 11:51:32:367
8, 167.886, 572.327, 596.442, -5, 2.91943e-06, 1.69108e-06, -2.37978e-06, -35.3976, 37.3081, 26.8038, 4990.98, 46.55376203, 40.29558557, 0, 2021.07.23 11:51:32:367
9, 167.886, 572.327, 596.442, -4.28571, 4.59204e-06, 2.54875e-06, -3.81978e-06, -33.7133, 34.9774, 28.5899, 7946.34, 46.55376203, 40.29558557, 0, 2021.07.23 11:51:32:367
10, 167.886, 572.327, 596.442, -3.57143, 7.84715e-06, 4.42462e-06, -6.48078e-06, -34.3225, 32.6075, 30.6678, 13664.9, 46.55376203, 40.29558557, 0, 2021.07.23 11:51:32:367
11, 167.886, 572.327, 596.442, -2.85714, 1.42411e-05, 8.36101e-06, -1.15283e-05, -35.9518, 29.4845, 33.9161, 25204, 46.55376203, 40.29558557, 0, 2021.07.23 11:51:32:367
12, 167.886, 572.327, 596.442, -2.14286, 2.81384e-05, 1.84128e-05, -2.12776e-05, -40.8716, 25.0115, 39.9816, 50830.5, 46.55376203, 40.29558557, 0, 2021.07.23 11:51:32:367
13, 167.886, 572.327, 596.442, -1.42857, 5.85608e-05, 4.77323e-05, -3.39262e-05, -54.5963, 19.5027, 51.275, 120465, 46.55376203, 40.29558557, 0, 2021.07.23 11:51:32:367
14, 167.886, 572.327, 596.442, -0.714286, 0.000149036, 0.000138021, -5.62307e-05, -67.8338, 15.825, 63.191, 341490, 46.55376203, 40.29558557, 0, 2021.07.23 11:51:32:367
1, 167.577, 564.564, 588.910, -10, 1.40648e-07, 1.15517e-07, -8.02342e-08, -55.2175, 70.5638, 14.1716, 271.804, 46.55369222, 40.29558152, 0, 2021.07.23 11:51:34:117
2, 167.577, 564.564, 588.910, -9.28571, 1.96111e-07, 1.51191e-07, -1.24904e-07, -50.4389, 63.6897, 15.7011, 363.382, 46.55369222, 40.29558152, 0, 2021.07.23 11:51:34:117
3, 167.577, 564.564, 588.910, -8.57143, 2.92744e-07, 2.00839e-07, -2.12986e-07, -43.3186, 58.7681, 17.016, 532.823, 46.55369222, 40.29558152, 0, 2021.07.23 11:51:34:117
4, 167.577, 564.564, 588.910, -7.85714, 4.36605e-07, 2.81353e-07, -3.33863e-07, -40.1216, 50.9907, 19.6114, 773.972, 46.55369222, 40.29558152, 0, 2021.07.23 11:51:34:117
5, 167.577, 564.564, 588.910, -7.14286, 7.37625e-07, 4.56273e-07, -5.79574e-07, -38.2118, 46.8139, 21.3612, 1288.79, 46.55369222, 40.29558152, 0, 2021.07.23 11:51:34:117
6, 167.577, 564.564, 588.910, -6.42857, 1.38973e-06, 8.54942e-07, -1.09563e-06, -37.9655, 42.4556, 23.554, 2395.4, 46.55369222, 40.29558152, 0, 2021.07.23 11:51:34:117
7, 167.577, 564.564, 588.910, -5.71429, 2.05625e-06, 1.01398e-06, -1.78886e-06, -29.5459, 41.6153, 24.0296, 3561.04, 46.55369222, 40.29558152, 0, 2021.07.23 11:51:34:117
8, 167.577, 564.564, 588.910, -5, 2.89133e-06, 1.65646e-06, -2.3698e-06, -34.9531, 36.9527, 27.0616, 4945.13, 46.55369222, 40.29558152, 0, 2021.07.23 11:51:34:117
9, 167.577, 564.564, 588.910, -4.28571, 4.54933e-06, 2.5786e-06, -3.74796e-06, -34.528, 34.6562, 28.8549, 7873.58, 46.55369222, 40.29558152, 0, 2021.07.23 11:51:34:117
10, 167.577, 564.564, 588.910, -3.57143, 7.77173e-06, 4.38248e-06, -6.41823e-06, -34.326, 32.2991, 30.9606, 13528.6, 46.55369222, 40.29558152, 0, 2021.07.23 11:51:34:117
11, 167.577, 564.564, 588.910, -2.85714, 1.40476e-05, 8.36722e-06, -1.12838e-05, -36.5579, 29.0921, 34.3736, 24875.5, 46.55369222, 40.29558152, 0, 2021.07.23 11:51:34:117
12, 167.577, 564.564, 588.910, -2.14286, 2.81025e-05, 1.87191e-05, -2.09605e-05, -41.7669, 24.9805, 40.0313, 50767.6, 46.55369222, 40.29558152, 0, 2021.07.23 11:51:34:117
13, 167.577, 564.564, 588.910, -1.42857, 5.8594e-05, 4.79713e-05, -3.36453e-05, -54.9556, 19.5134, 51.2469, 120516, 46.55369222, 40.29558152, 0, 2021.07.23 11:51:34:117
14, 167.577, 564.564, 588.910, -0.714286, 0.000148954, 0.000138592, -5.45861e-05, -68.5024, 15.8168, 63.2237, 341226, 46.55369222, 40.29558152, 0, 2021.07.23 11:51:34:117
1, 167.232, 556.163, 580.762, -10, 1.51977e-07, 1.28259e-07, -8.15279e-08, -57.5579, 76.2278, 13.1186, 293.648, 46.55361667, 40.29557700, 0, 2021.07.23 11:51:35:867
2, 167.232, 556.163, 580.762, -9.28571, 2.06974e-07, 1.65782e-07, -1.23914e-07, -53.2236, 67.204, 14.8801, 383.463, 46.55361667, 40.29557700, 0, 2021.07.23 11:51:35:867
3, 167.232, 556.163, 580.762, -8.57143, 2.90454e-07, 1.96877e-07, -2.13549e-07, -42.6739, 58.3103, 17.1496, 528.709, 46.55361667, 40.29557700, 0, 2021.07.23 11:51:35:867
4, 167.232, 556.163, 580.762, -7.85714, 4.52511e-07, 3.04946e-07, -3.34327e-07, -42.3686, 52.8391, 18.9254, 802.44, 46.55361667, 40.29557700, 0, 2021.07.23 11:51:35:867
5, 167.232, 556.163, 580.762, -7.14286, 7.64863e-07, 4.84627e-07, -5.91737e-07, -39.3171, 48.5318, 20.605, 1336.66, 46.55361667, 40.29557700, 0, 2021.07.23 11:51:35:867
6, 167.232, 556.163, 580.762, -6.42857, 1.42516e-06, 8.68899e-07, -1.12965e-06, -37.5667, 43.5296, 22.9729, 2456.13, 46.55361667, 40.29557700, 0, 2021.07.23 11:51:35:867
7, 167.232, 556.163, 580.762, -5.71429, 2.15433e-06, 1.08373e-06, -1.8619e-06, -30.2018, 43.581, 22.9458, 3731.16, 46.55361667, 40.29557700, 0, 2021.07.23 11:51:35:867
8, 167.232, 556.163, 580.762, -5, 3.04519e-06, 1.73606e-06, -2.50185e-06, -34.7571, 38.8975, 25.7086, 5203.69, 46.55361667, 40.29557700, 0, 2021.07.23 11:51:35:867
9, 167.232, 556.163, 580.762, -4.28571, 4.76804e-06, 2.67781e-06, -3.94506e-06, -34.1677, 36.3001, 27.5481, 8255.92, 46.55361667, 40.29557700, 0, 2021.07.23 11:51:35:867
10, 167.232, 556.163, 580.762, -3.57143, 8.07688e-06, 4.57865e-06, -6.65372e-06, -34.5332, 33.5463, 29.8095, 14058.6, 46.55361667, 40.29557700, 0, 2021.07.23 11:51:35:867
11, 167.232, 556.163, 580.762, -2.85714, 1.44156e-05, 8.52109e-06, -1.16275e-05, -36.2354, 29.8383, 33.514, 25518.9, 46.55361667, 40.29557700, 0, 2021.07.23 11:51:35:867
12, 167.232, 556.163, 580.762, -2.14286, 2.88155e-05, 1.91405e-05, -2.154e-05, -41.6244, 25.5969, 39.0673, 52088.6, 46.55361667, 40.29557700, 0, 2021.07.23 11:51:35:867
13, 167.232, 556.163, 580.762, -1.42857, 5.92835e-05, 4.89022e-05, -3.35127e-05, -55.5772, 19.7346, 50.6723, 121911, 46.55361667, 40.29557700, 0, 2021.07.23 11:51:35:867
14, 167.232, 556.163, 580.762, -0.714286, 0.000152111, 0.00014118, -5.66208e-05, -68.1466, 16.1321, 61.9883, 348775, 46.55361667, 40.29557700, 0, 2021.07.23 11:51:35:867
1, 167.005, 547.167, 572.086, -10, 1.42878e-07, 1.14024e-07, -8.60962e-08, -52.9447, 71.679, 13.9511, 276.074, 46.55353577, 40.29557404, 0, 2021.07.23 11:51:37:618
2, 167.005, 547.167, 572.086, -9.28571, 1.9616e-07, 1.51235e-07, -1.24928e-07, -50.4415, 63.7055, 15.6972, 363.535, 46.55353577, 40.29557404, 0, 2021.07.23 11:51:37:618
3, 167.005, 547.167, 572.086, -8.57143, 3.0157e-07, 2.05842e-07, -2.20395e-07, -43.0446, 60.5322, 16.5201, 548.78, 46.55353577, 40.29557404, 0, 2021.07.23 11:51:37:618
4, 167.005, 547.167, 572.086, -7.85714, 4.58664e-07, 2.95816e-07, -3.50522e-07, -40.162, 53.554, 18.6728, 812.831, 46.55353577, 40.29557404, 0, 2021.07.23 11:51:37:618
5, 167.005, 547.167, 572.086, -7.14286, 7.82404e-07, 4.82595e-07, -6.15839e-07, -38.0836, 49.6378, 20.146, 1367.21, 46.55353577, 40.29557404, 0, 2021.07.23 11:51:37:618
6, 167.005, 547.167, 572.086, -6.42857, 1.44606e-06, 8.78089e-07, -1.14893e-06, -37.3894, 44.1627, 22.6435, 2491.63, 46.55353577, 40.29557404, 0, 2021.07.23 11:51:37:618
7, 167.005, 547.167, 572.086, -5.71429, 2.19512e-06, 1.11269e-06, -1.89222e-06, -30.457, 44.3979, 22.5236, 3801.69, 46.55353577, 40.29557404, 0, 2021.07.23 11:51:37:618
8, 167.005, 547.167, 572.086, -5, 3.08467e-06, 1.80365e-06, -2.50241e-06, -35.7828, 39.3962, 25.3832, 5272.9, 46.55353577, 40.29557404, 0, 2021.07.23 11:51:37:618
9, 167.005, 547.167, 572.086, -4.28571, 4.96471e-06, 2.81825e-06, -4.08727e-06, -34.587, 37.7768, 26.4713, 8592.6, 46.55353577, 40.29557404, 0, 2021.07.23 11:51:37:618
10, 167.005, 547.167, 572.086, -3.57143, 8.346e-06, 4.68146e-06, -6.90939e-06, -34.1196, 34.645, 28.8642, 14528.5, 46.55353577, 40.29557404, 0, 2021.07.23 11:51:37:618
11, 167.005, 547.167, 572.086, -2.85714, 1.51795e-05, 8.87075e-06, -1.23177e-05, -35.76, 31.3848, 31.8626, 26884.7, 46.55353577, 40.29557404, 0, 2021.07.23 11:51:37:618
12, 167.005, 547.167, 572.086, -2.14286, 2.99384e-05, 1.93648e-05, -2.28322e-05, -40.3025, 26.566, 37.642, 54112.8, 46.55353577, 40.29557404, 0, 2021.07.23 11:51:37:618
13, 167.005, 547.167, 572.086, -1.42857, 6.28058e-05, 5.0982e-05, -3.66797e-05, -54.2663, 20.8624, 47.9332, 129189, 46.55353577, 40.29557404, 0, 2021.07.23 11:51:37:618
14, 167.005, 547.167, 572.086, -0.714286, 0.000156575, 0.000143832, -6.18712e-05, -66.7245, 16.5767, 60.3256, 358459, 46.55353577, 40.29557404, 0, 2021.07.23 11:51:37:618
1, 166.726, 538.291, 563.520, -10, 1.50234e-07, 1.23618e-07, -8.53751e-08, -55.3696, 75.3565, 13.2703, 290.353, 46.55345594, 40.29557038, 0, 2021.07.23 11:51:39:367
2, 166.726, 538.291, 563.520, -9.28571, 2.09499e-07, 1.65076e-07, -1.28996e-07, -51.9946, 68.0207, 14.7014, 388.187, 46.55345594, 40.29557038, 0, 2021.07.23 11:51:39:367
3, 166.726, 538.291, 563.520, -8.57143, 3.07713e-07, 2.08679e-07, -2.26143e-07, -42.7, 61.7598, 16.1918, 560.009, 46.55345594, 40.29557038, 0, 2021.07.23 11:51:39:367
4, 166.726, 538.291, 563.520, -7.85714, 4.60932e-07, 3.03223e-07, -3.47152e-07, -41.1359, 53.8175, 18.5813, 816.746, 46.55345594, 40.29557038, 0, 2021.07.23 11:51:39:367
5, 166.726, 538.291, 563.520, -7.14286, 7.90406e-07, 4.9638e-07, -6.151e-07, -38.9032, 50.1422, 19.9433, 1381.37, 46.55345594, 40.29557038, 0, 2021.07.23 11:51:39:367
6, 166.726, 538.291, 563.520, -6.42857, 1.45866e-06, 8.92425e-07, -1.15381e-06, -37.7205, 44.5445, 22.4495, 2513.04, 46.55345594, 40.29557038, 0, 2021.07.23 11:51:39:367
7, 166.726, 538.291, 563.520, -5.71429, 2.1879e-06, 1.10754e-06, -1.88687e-06, -30.4119, 44.2533, 22.5972, 3790.52, 46.55345594, 40.29557038, 0, 2021.07.23 11:51:39:367
8, 166.726, 538.291, 563.520, -5, 3.13947e-06, 1.82138e-06, -2.55711e-06, -35.4614, 40.0881, 24.9451, 5368.72, 46.55345594, 40.29557038, 0, 2021.07.23 11:51:39:367
9, 166.726, 538.291, 563.520, -4.28571, 4.97172e-06, 2.74498e-06, -4.14525e-06, -33.5125, 37.8294, 26.4345, 8607.58, 46.55345594, 40.29557038, 0, 2021.07.23 11:51:39:367
10, 166.726, 538.291, 563.520, -3.57143, 8.38266e-06, 4.59738e-06, -7.0095e-06, -33.26, 34.7946, 28.7401, 14595.2, 46.55345594, 40.29557038, 0, 2021.07.23 11:51:39:367
11, 166.726, 538.291, 563.520, -2.85714, 1.50744e-05, 8.73728e-06, -1.22841e-05, -35.4231, 31.1723, 32.0798, 26684.1, 46.55345594, 40.29557038, 0, 2021.07.23 11:51:39:367
12, 166.726, 538.291, 563.520, -2.14286, 3.02052e-05, 1.94582e-05, -2.31026e-05, -40.1058, 26.796, 37.319, 54615.9, 46.55345594, 40.29557038, 0, 2021.07.23 11:51:39:367
13, 166.726, 538.291, 563.520, -1.42857, 6.27953e-05, 5.06383e-05, -3.71351e-05, -53.7459, 20.859, 47.9409, 129125, 46.55345594, 40.29557038, 0, 2021.07.23 11:51:39:367
14, 166.726, 538.291, 563.520, -0.714286, 0.000157521, 0.000144708, -6.223e-05, -66.7305, 16.6708, 59.9852, 361008, 46.55345594, 40.29557038, 0, 2021.07.23 11:51:39:367
1, 166.263, 529.045, 554.555, -10, 1.48521e-07, 1.21079e-07, -8.60137e-08, -54.6103, 74.5002, 13.4228, 287.184, 46.55337279, 40.29556432, 0, 2021.07.23 11:51:41:368
2, 166.263, 529.045, 554.555, -9.28571, 2.09449e-07, 1.636e-07, -1.30782e-07, -51.3611, 68.0043, 14.705, 387.852, 46.55337279, 40.29556432, 0, 2021.07.23 11:51:41:368
3, 166.263, 529.045, 554.555, -8.57143, 3.05964e-07, 2.02962e-07, -2.28955e-07, -41.5561, 61.4101, 16.284, 556.839, 46.55337279, 40.29556432, 0, 2021.07.23 11:51:41:368
4, 166.263, 529.045, 554.555, -7.85714, 4.68538e-07, 3.06372e-07, -3.54491e-07, -40.8355, 54.701, 18.2812, 829.949, 46.55337279, 40.29556432, 0, 2021.07.23 11:51:41:368
5, 166.263, 529.045, 554.555, -7.14286, 7.88119e-07, 4.67267e-07, -6.3466e-07, -36.3623, 49.9981, 20.0008, 1378.52, 46.55337279, 40.29556432, 0, 2021.07.23 11:51:41:368
6, 166.263, 529.045, 554.555, -6.42857, 1.47321e-06, 8.5821e-07, -1.19742e-06, -35.6297, 44.985, 22.2296, 2538.71, 46.55337279, 40.29556432, 0, 2021.07.23 11:51:41:368
7, 166.263, 529.045, 554.555, -5.71429, 2.21672e-06, 1.10565e-06, -1.9213e-06, -29.919, 44.8304, 22.3063, 3838.23, 46.55337279, 40.29556432, 0, 2021.07.23 11:51:41:368
8, 166.263, 529.045, 554.555, -5, 3.11328e-06, 1.7535e-06, -2.57249e-06, -34.2797, 39.7574, 25.1525, 5324.58, 46.55337279, 40.29556432, 0, 2021.07.23 11:51:41:368
9, 166.263, 529.045, 554.555, -4.28571, 5.03478e-06, 2.72752e-06, -4.23198e-06, -32.8019, 38.3025, 26.108, 8723.75, 46.55337279, 40.29556432, 0, 2021.07.23 11:51:41:368
10, 166.263, 529.045, 554.555, -3.57143, 8.45066e-06, 4.5885e-06, -7.09644e-06, -32.8864, 35.072, 28.5128, 14708.1, 46.55337279, 40.29556432, 0, 2021.07.23 11:51:41:368
11, 166.263, 529.045, 554.555, -2.85714, 1.50503e-05, 8.70835e-06, -1.22751e-05, -35.3532, 31.1236, 32.13, 26649.3, 46.55337279, 40.29556432, 0, 2021.07.23 11:51:41:368
12, 166.263, 529.045, 554.555, -2.14286, 2.97194e-05, 1.9165e-05, -2.27144e-05, -40.1556, 26.3772, 37.9116, 53734.8, 46.55337279, 40.29556432, 0, 2021.07.23 11:51:41:368
13, 166.263, 529.045, 554.555, -1.42857, 6.24294e-05, 5.06636e-05, -3.64778e-05, -54.2461, 20.7421, 48.2112, 128388, 46.55337279, 40.29556432, 0, 2021.07.23 11:51:41:368
14, 166.263, 529.045, 554.555, -0.714286, 0.000158322, 0.000145747, -6.18358e-05, -67.01, 16.7503, 59.7004, 362961, 46.55337279, 40.29556432, 0, 2021.07.23 11:51:41:368
1, 166.074, 519.759, 545.647, -10, 1.44756e-07, 1.15613e-07, -8.71091e-08, -53.0036, 72.618, 13.7707, 279.664, 46.55328928, 40.29556185, 0, 2021.07.23 11:51:43:117
2, 166.074, 519.759, 545.647, -9.28571, 2.0305e-07, 1.55429e-07, -1.30656e-07, -49.949, 65.9345, 15.1666, 376.111, 46.55328928, 40.29556185, 0, 2021.07.23 11:51:43:117
3, 166.074, 519.759, 545.647, -8.57143, 3.03282e-07, 2.00791e-07, -2.27295e-07, -41.4572, 60.8743, 16.4273, 552.111, 46.55328928, 40.29556185, 0, 2021.07.23 11:51:43:117
4, 166.074, 519.759, 545.647, -7.85714, 4.63725e-07, 2.9407e-07, -3.58558e-07, -39.3568, 54.1419, 18.47, 821.935, 46.55328928, 40.29556185, 0, 2021.07.23 11:51:43:117
5, 166.074, 519.759, 545.647, -7.14286, 7.85929e-07, 4.6959e-07, -6.30214e-07, -36.6908, 49.86, 20.0562, 1373.1, 46.55328928, 40.29556185, 0, 2021.07.23 11:51:43:117
6, 166.074, 519.759, 545.647, -6.42857, 1.49461e-06, 9.06738e-07, -1.18815e-06, -37.3491, 45.6332, 21.9139, 2575.28, 46.55328928, 40.29556185, 0, 2021.07.23 11:51:43:117
7, 166.074, 519.759, 545.647, -5.71429, 2.23413e-06, 1.11798e-06, -1.93428e-06, -30.0273, 45.1788, 22.1343, 3869.88, 46.55328928, 40.29556185, 0, 2021.07.23 11:51:43:117
8, 166.074, 519.759, 545.647, -5, 3.24349e-06, 1.8526e-06, -2.66234e-06, -34.8324, 41.4008, 24.1541, 5543.01, 46.55328928, 40.29556185, 0, 2021.07.23 11:51:43:117
9, 166.074, 519.759, 545.647, -4.28571, 5.13586e-06, 2.822e-06, -4.29109e-06, -33.3306, 39.0605, 25.6013, 8894.57, 46.55328928, 40.29556185, 0, 2021.07.23 11:51:43:117
10, 166.074, 519.759, 545.647, -3.57143, 8.81184e-06, 4.89123e-06, -7.3297e-06, -33.7158, 36.5441, 27.3642, 15339.2, 46.55328928, 40.29556185, 0, 2021.07.23 11:51:43:117
11, 166.074, 519.759, 545.647, -2.85714, 1.58063e-05, 8.94218e-06, -1.30337e-05, -34.4533, 32.6513, 30.6266, 27983.9, 46.55328928, 40.29556185, 0, 2021.07.23 11:51:43:117
12, 166.074, 519.759, 545.647, -2.14286, 3.14747e-05, 1.98771e-05, -2.4404e-05, -39.1629, 27.8888, 35.8567, 56902.4, 46.55328928, 40.29556185, 0, 2021.07.23 11:51:43:117
13, 166.074, 519.759, 545.647, -1.42857, 6.60131e-05, 5.1855e-05, -4.08508e-05, -51.7693, 21.8853, 45.6927, 135826, 46.55328928, 40.29556185, 0, 2021.07.23 11:51:43:117
14, 166.074, 519.759, 545.647, -0.714286, 0.000169527, 0.000151618, -7.58385e-05, -63.426, 17.8589, 55.9946, 388554, 46.55328928, 40.29556185, 0, 2021.07.23 11:51:43:117
